step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
280,PAYMENT,8758.22,C1931617407,2799.17,0.0,M768992625,0.0,0.0,0,0
39,PAYMENT,6051.02,C1745007676,102261.0,96209.98,M1444706603,0.0,0.0,0,0
182,PAYMENT,4186.29,C1546914099,125591.0,121404.71,M1099326621,0.0,0.0,0,0
582,CASH_OUT,1270565.77,C1599110470,1270565.77,0.0,C1024005530,216005.04,1486570.81,1,0
502,TRANSFER,669536.75,C1679714245,669536.75,0.0,C45579719,0.0,0.0,1,0
134,CASH_OUT,364398.63,C1632359168,20600.0,0.0,C1498276695,2340.29,366738.93,0,0
283,PAYMENT,21235.13,C1018028415,0.0,0.0,M584112358,0.0,0.0,0,0
334,CASH_OUT,434966.43,C280602999,0.0,0.0,C1033611092,442993.62,877960.05,0,0
212,CASH_IN,62276.14,C456967512,148.0,62424.14,C1445962161,34296434.9,34234158.75,0,0
380,CASH_IN,70348.85,C290967201,25754631.39,25824980.24,C906189534,3281366.3,3211017.45,0,0
297,CASH_OUT,510105.3,C2048337779,39871.86,0.0,C376065490,1526267.32,2036372.61,0,0
169,TRANSFER,19244.9,C1225444134,19244.9,0.0,C999409522,0.0,0.0,1,0
323,CASH_OUT,143582.14,C218244847,6907.71,0.0,C298513858,564236.52,707818.66,0,0
51,CASH_OUT,1170282.92,C555990868,1170282.92,0.0,C1318550066,173264.14,1343547.06,1,0
350,CASH_OUT,2728625.68,C67550882,2728625.68,0.0,C58470057,8454424.24,11183049.93,1,0
498,CASH_OUT,1028515.56,C1139006593,1028515.56,0.0,C116028327,0.0,1028515.56,1,0
146,TRANSFER,60516.53,C204723850,60516.53,0.0,C776823334,0.0,0.0,1,0
734,CASH_OUT,23912.2,C4748745,23912.2,0.0,C1953200125,338951.65,362863.85,1,0
166,CASH_OUT,204951.37,C1892844368,204951.37,0.0,C1878476397,1901998.22,2106949.59,1,0
164,PAYMENT,4860.43,C1201677864,0.0,0.0,M1507363750,0.0,0.0,0,0
588,CASH_OUT,1064425.7,C72780172,1064425.7,0.0,C1401301607,3187812.57,4252238.26,1,0
391,CASH_OUT,172362.84,C2086071347,172362.84,0.0,C402578336,543266.37,715629.21,1,0
237,CASH_IN,76118.45,C189091007,2427131.23,2503249.69,C1819480808,185615.03,109496.57,0,0
34,TRANSFER,30917.39,C1302461032,30917.39,0.0,C1058590682,0.0,0.0,1,0
173,TRANSFER,20311.17,C1987163387,20311.17,0.0,C1935979044,0.0,0.0,1,0
355,TRANSFER,3592596.97,C15678402,3592596.97,0.0,C1208224272,0.0,0.0,1,0
184,CASH_OUT,356232.83,C52365634,0.0,0.0,C1825122856,5434843.35,5791076.18,0,0
512,CASH_OUT,718350.64,C474888989,718350.64,0.0,C234115776,0.0,718350.64,1,0
105,CASH_OUT,40413.81,C209849944,40413.81,0.0,C580913459,0.0,40413.81,1,0
236,CASH_IN,12255.71,C889050780,4627750.86,4640006.57,C559285869,1018846.75,1006591.04,0,0
35,PAYMENT,9255.53,C2013301747,213147.87,203892.34,M1639648246,0.0,0.0,0,0
209,PAYMENT,6629.78,C1878602037,21470.0,14840.22,M1703214124,0.0,0.0,0,0
77,CASH_OUT,2149976.69,C1519673706,2149976.69,0.0,C1396705699,0.0,2149976.69,1,0
276,CASH_OUT,3872.06,C962956905,12253.0,8380.94,C1724405088,2215399.35,2219271.41,0,0
163,CASH_OUT,240525.13,C1888187276,0.0,0.0,C1825128193,678053.29,918578.42,0,0
295,CASH_OUT,4531343.47,C1462947577,4531343.47,0.0,C1069720,0.0,4531343.47,1,0
235,TRANSFER,1369544.19,C1336273672,1369544.19,0.0,C1534512884,0.0,0.0,1,0
348,PAYMENT,82149.1,C1799688881,759759.64,677610.55,M2144787947,0.0,0.0,0,0
357,PAYMENT,14943.08,C2061765764,0.0,0.0,M1503381873,0.0,0.0,0,0
477,CASH_OUT,6646879.72,C356905617,6646879.72,0.0,C1736990542,1290212.82,7937092.54,1,0
178,CASH_OUT,321118.21,C518317813,25501.0,0.0,C104350423,470998.06,792116.28,0,0
596,CASH_OUT,204721.27,C357911107,204721.27,0.0,C1450973124,0.0,204721.27,1,0
249,TRANSFER,4720554.95,C1305598780,4720554.95,0.0,C1860004180,0.0,0.0,1,0
387,CASH_OUT,1101871.13,C587748822,1101871.13,0.0,C1024816924,442604.16,1544475.3,1,0
303,CASH_OUT,165912.85,C142879510,0.0,0.0,C397060802,907347.71,1073260.56,0,0
185,PAYMENT,2704.17,C1124206562,0.0,0.0,M466947231,0.0,0.0,0,0
656,CASH_OUT,766257.55,C38948739,766257.55,0.0,C533828275,46141756.44,46908013.99,1,0
26,CASH_OUT,331829.94,C1357985676,331829.94,0.0,C255246845,792855.99,1124685.94,1,0
140,CASH_OUT,146659.05,C1329497254,12525.0,0.0,C1807940602,128434.15,275093.19,0,0
692,PAYMENT,5699.27,C1276646754,0.0,0.0,M1437557156,0.0,0.0,0,0
342,TRANSFER,21279.19,C1200071210,21279.19,0.0,C794836195,0.0,0.0,1,0
135,PAYMENT,30034.95,C957649457,0.0,0.0,M809843262,0.0,0.0,0,0
724,TRANSFER,501425.84,C241686740,501425.84,0.0,C2071832199,0.0,0.0,1,0
179,CASH_OUT,1494831.65,C1709710853,1494831.65,0.0,C1758704619,0.0,1494831.65,1,0
362,TRANSFER,1397689.48,C1224276273,1397689.48,0.0,C298592695,0.0,0.0,1,0
13,CASH_IN,46508.96,C437459162,3521022.6,3567531.56,C1441146637,299968.9,253459.95,0,0
178,CASH_IN,89454.29,C1529964305,2809256.97,2898711.26,C1373555285,1105785.09,1016330.8,0,0
131,CASH_OUT,7476725.66,C262815390,7476725.66,0.0,C450403816,99749.6,7576475.27,1,0
312,CASH_OUT,608290.12,C1818027225,608290.12,0.0,C1832609455,187218.01,795508.14,1,0
393,CASH_OUT,195136.63,C2122995842,16721.0,0.0,C524811942,49653.05,244789.67,0,0
346,CASH_OUT,294659.75,C171218124,327874.0,33214.25,C2009273362,32524.33,327184.09,0,0
350,PAYMENT,35715.86,C1868187612,45858.0,10142.14,M1831015245,0.0,0.0,0,0
619,CASH_OUT,347893.16,C238168336,347893.16,0.0,C1904688635,0.0,347893.16,1,0
646,CASH_OUT,10000000.0,C1474911553,10000000.0,0.0,C503835851,332983.03,10332983.03,1,0
119,PAYMENT,201.17,C776406042,51895.0,51693.83,M1430238615,0.0,0.0,0,0
403,TRANSFER,125177.67,C913648153,0.0,0.0,C1613044620,144106.82,269284.49,0,0
366,TRANSFER,1846748.79,C1895315229,1846748.79,0.0,C1691229227,0.0,0.0,1,0
22,TRANSFER,461509.86,C1765744035,461509.86,0.0,C788887602,0.0,0.0,1,0
137,CASH_OUT,71949.33,C1029129982,0.0,0.0,C1459227190,229635.97,301585.3,0,0
145,TRANSFER,9467.62,C384072543,9467.62,0.0,C588343679,0.0,0.0,1,0
669,TRANSFER,106290.68,C1767695983,106290.68,0.0,C742240687,0.0,0.0,1,0
206,CASH_OUT,245606.55,C676300503,59635.0,0.0,C1332693814,2136984.19,2382590.73,0,0
502,CASH_OUT,66066.73,C1566921402,66066.73,0.0,C1640218672,0.0,66066.73,1,0
570,PAYMENT,8703.62,C605171676,812044.0,803340.38,M15223380,0.0,0.0,0,0
404,PAYMENT,1734.45,C308136269,22330.0,20595.55,M2144996473,0.0,0.0,0,0
467,TRANSFER,5937.19,C904059459,5937.19,0.0,C1237495348,0.0,0.0,1,0
183,CASH_OUT,224378.1,C1234321469,224378.1,0.0,C105660024,483419.25,707797.36,1,0
367,TRANSFER,362672.57,C903484940,362672.57,0.0,C1036408252,0.0,0.0,1,0
680,TRANSFER,2254417.02,C1125239020,2254417.02,0.0,C986951874,0.0,0.0,1,0
188,CASH_OUT,61614.89,C1912156376,0.0,0.0,C1394329257,1902815.22,1964430.11,0,0
537,CASH_OUT,254773.22,C127960549,254773.22,0.0,C1692377188,672304.86,927078.09,1,0
42,CASH_OUT,287658.7,C82552082,12735.67,0.0,C1891405124,394163.57,681822.26,0,0
211,CASH_IN,204796.11,C1954987175,607.0,205403.11,C808225016,0.0,0.0,0,0
356,CASH_OUT,5952739.3,C902008507,5952739.3,0.0,C1795644557,26300.83,5979040.12,1,0
301,PAYMENT,26641.5,C704994929,0.0,0.0,M1084077602,0.0,0.0,0,0
135,CASH_OUT,139418.36,C34022538,105536.0,0.0,C792194479,1159875.56,1299293.92,0,0
153,CASH_IN,95778.96,C1360407146,8537555.25,8633334.21,C1553707715,211311.91,115532.95,0,0
613,CASH_OUT,980310.0,C12592309,980310.0,0.0,C1599619333,0.0,980310.0,1,0
329,CASH_OUT,571290.38,C1289667338,56230.25,0.0,C1451078097,2842009.74,3413300.12,0,0
230,CASH_OUT,231711.5,C660789316,0.0,0.0,C843524946,2096793.13,2328504.63,0,0
15,PAYMENT,32108.4,C293366472,94300.42,62192.02,M982184167,0.0,0.0,0,0
365,CASH_OUT,86258.11,C2116603253,86258.11,0.0,C1764741760,71277.81,157535.92,1,0
702,CASH_OUT,240746.27,C863413785,240746.27,0.0,C1064040919,1399139.68,1639885.95,1,0
179,TRANSFER,664109.59,C713283509,0.0,0.0,C1285549646,1200994.26,1865103.85,0,0
96,CASH_IN,612821.84,C895573785,4994622.74,5607444.58,C1698593276,8191381.61,7578559.77,0,0
247,CASH_OUT,76646.05,C1873858924,76646.05,0.0,C587506100,0.0,76646.05,1,0
409,TRANSFER,3260215.75,C1523193770,3260215.75,0.0,C670256021,0.0,0.0,1,0
440,CASH_OUT,10000000.0,C731792064,10000000.0,0.0,C1744886336,285336.96,10285336.96,1,0
175,CASH_OUT,319208.14,C892428215,319208.14,0.0,C1209378395,1905620.3,2224828.44,1,0
348,TRANSFER,291264.2,C189611887,291264.2,0.0,C876551475,0.0,0.0,1,0
704,CASH_OUT,158788.32,C1323122307,158788.32,0.0,C171435126,4995950.14,5154738.46,1,0
188,CASH_OUT,152743.74,C104355527,0.0,0.0,C983056654,169633.44,534347.73,0,0
31,TRANSFER,335219.49,C1775717184,335219.49,0.0,C1987320319,0.0,0.0,1,0
308,PAYMENT,28573.58,C1814894608,0.0,0.0,M947704120,0.0,0.0,0,0
578,CASH_OUT,68755.57,C1983934079,68755.57,0.0,C328707077,1555552.28,1624307.85,1,0
232,PAYMENT,9286.17,C22661027,0.0,0.0,M240542775,0.0,0.0,0,0
363,CASH_OUT,2115503.99,C429080055,2115503.99,0.0,C1734499928,0.0,2115503.99,1,0
199,CASH_OUT,80885.48,C2065836466,80885.48,0.0,C582821182,756653.51,837538.99,1,0
467,TRANSFER,171623.1,C1057975418,171623.1,0.0,C864888723,0.0,0.0,1,0
406,TRANSFER,669627.43,C1357770570,669627.43,0.0,C1491918880,0.0,0.0,1,0
372,PAYMENT,7110.24,C809395450,213864.85,206754.61,M2045923675,0.0,0.0,0,0
676,CASH_OUT,3542716.02,C488587409,3542716.02,0.0,C1867928839,4746.62,3547462.65,1,0
106,TRANSFER,219489.62,C1817254692,219489.62,0.0,C584837450,0.0,0.0,1,0
71,TRANSFER,479892.04,C949573914,479892.04,0.0,C346346824,0.0,0.0,1,0
440,CASH_OUT,10000000.0,C220809630,10000000.0,0.0,C1161159002,253512.69,10253512.69,1,0
200,CASH_OUT,5393290.34,C9591597,5393290.34,0.0,C686224839,838712.9,6232003.24,1,0
542,CASH_OUT,1068398.61,C755809826,1068398.61,0.0,C411670460,0.0,1068398.61,1,0
626,TRANSFER,44577.32,C2086578644,44577.32,0.0,C811242646,0.0,0.0,1,0
259,PAYMENT,3146.76,C962376057,368261.55,365114.78,M1527526201,0.0,0.0,0,0
635,CASH_OUT,13128.49,C276282396,13128.49,0.0,C1882040140,293704.01,306832.5,1,0
34,TRANSFER,989311.12,C2035691205,989311.12,0.0,C2145664965,0.0,0.0,1,0
41,CASH_OUT,444506.93,C29227247,25880.0,0.0,C1789603115,0.0,577295.0,0,0
720,CASH_OUT,57040.65,C839142171,57040.65,0.0,C1341565577,0.0,57040.65,1,0
52,CASH_OUT,128426.58,C742996578,128426.58,0.0,C11731793,0.0,128426.58,1,0
412,TRANSFER,571163.03,C250523545,571163.03,0.0,C1652699189,0.0,0.0,1,0
133,CASH_IN,61458.81,C1523138713,7285520.41,7346979.23,C1588348089,133812.04,72353.22,0,0
236,CASH_OUT,78402.22,C62774292,112435.19,34032.97,C1924327342,121677.0,120025.41,0,0
201,PAYMENT,965.05,C1641174214,117903.74,116938.69,M420977909,0.0,0.0,0,0
211,CASH_OUT,30612.34,C832560296,0.0,0.0,C1155978712,3557834.25,3588446.59,0,0
276,CASH_OUT,16635.05,C275363657,9882.0,0.0,C585713454,3730730.68,3747365.73,0,0
212,CASH_OUT,927620.44,C36961525,927620.44,0.0,C1313128046,0.0,927620.44,1,0
704,CASH_OUT,1722892.9,C664688196,1722892.9,0.0,C14014864,91562.28,1814455.18,1,0
647,CASH_OUT,2253811.33,C1631859649,2253811.33,0.0,C526945673,0.0,2253811.33,1,0
400,PAYMENT,14420.94,C820920990,87153.0,72732.06,M1138532241,0.0,0.0,0,0
339,TRANSFER,1532281.61,C1947091405,1532281.61,0.0,C829302750,0.0,0.0,1,0
277,CASH_OUT,133969.03,C2059966666,2837.0,0.0,C1172961101,10527424.08,10661393.11,0,0
501,TRANSFER,8020192.15,C1191681942,8020192.15,0.0,C916997353,0.0,0.0,1,0
330,CASH_OUT,70153.84,C1819754918,0.0,0.0,C530350995,312615.74,382769.58,0,0
451,CASH_OUT,475693.24,C23091724,475693.24,0.0,C798547691,28808.22,504501.46,1,0
331,CASH_OUT,39252.87,C1806230808,87767.0,48514.13,C1035952539,313675.4,352928.27,0,0
397,CASH_OUT,84893.58,C377667734,32464.14,0.0,C1441063301,193514.22,278407.8,0,0
610,PAYMENT,6485.41,C848160293,29763.0,23277.59,M77897044,0.0,0.0,0,0
255,CASH_IN,166037.36,C989635042,365278.82,531316.18,C1071037160,432301.86,266264.49,0,0
58,TRANSFER,246938.77,C1588962215,246938.77,0.0,C1667993735,0.0,0.0,1,0
205,PAYMENT,5114.86,C678534158,4524.26,0.0,M2042397732,0.0,0.0,0,0
397,PAYMENT,9515.42,C888967128,0.0,0.0,M1695715160,0.0,0.0,0,0
202,PAYMENT,6803.75,C1008906420,335.0,0.0,M1095053856,0.0,0.0,0,0
247,CASH_OUT,2025628.87,C1840157167,2025628.87,0.0,C760531323,914254.52,2939883.39,1,0
404,TRANSFER,540914.12,C935920556,540914.12,0.0,C332143191,0.0,0.0,1,0
650,TRANSFER,230652.43,C1117030253,230652.43,0.0,C1682998072,0.0,0.0,1,0
402,PAYMENT,13340.11,C1195233777,396.0,0.0,M1541527545,0.0,0.0,0,0
355,CASH_OUT,195042.1,C1851411564,30611.62,0.0,C345377580,750928.96,945971.06,0,0
501,TRANSFER,9301213.46,C149938639,9301213.46,0.0,C1918368485,0.0,0.0,1,0
557,TRANSFER,74709.4,C171758172,74709.4,0.0,C1650736473,0.0,0.0,1,0
398,TRANSFER,9725837.08,C2078773097,9725837.08,0.0,C775810552,0.0,0.0,1,0
468,TRANSFER,652782.54,C851249845,652782.54,0.0,C2109638287,0.0,0.0,1,0
587,CASH_OUT,311765.95,C666783183,0.0,0.0,C832856555,1282708.96,1594474.91,0,0
357,TRANSFER,10000000.0,C393177637,10653151.55,653151.55,C106531078,0.0,0.0,1,0
307,CASH_IN,200665.9,C121981259,257.0,200922.9,C1858943540,46330.93,0.0,0,0
710,TRANSFER,7418265.31,C1908904298,7418265.31,0.0,C646426738,0.0,0.0,1,0
237,TRANSFER,106681.18,C1867725412,106681.18,0.0,C1721123113,0.0,0.0,1,0
357,TRANSFER,251199.91,C482850122,251199.91,0.0,C1683790241,0.0,0.0,1,0
25,TRANSFER,296333.54,C1473328942,296333.54,0.0,C1650053869,0.0,0.0,1,0
332,PAYMENT,24640.26,C911762367,257075.14,232434.88,M11088092,0.0,0.0,0,0
44,CASH_IN,50694.89,C79364168,2991745.63,3042440.52,C1060986606,1670285.8,1619590.9,0,0
676,CASH_OUT,5016884.33,C1525254623,5016884.33,0.0,C1911342883,3425450.21,8442334.54,1,0
464,TRANSFER,880975.83,C1991993954,880975.83,0.0,C1163515588,0.0,0.0,1,0
164,CASH_OUT,412632.55,C1076499430,32210.0,0.0,C46781654,30305.45,442937.99,0,0
303,CASH_OUT,190870.0,C1462080902,6146.0,0.0,C568072859,0.0,190870.0,0,0
163,PAYMENT,15057.54,C1079121822,0.0,0.0,M768975091,0.0,0.0,0,0
373,TRANSFER,4294676.05,C975117365,4294676.05,0.0,C1981314185,0.0,0.0,1,0
353,CASH_OUT,17390.59,C1436199926,92582.0,75191.41,C1765753543,0.0,17390.59,0,0
436,TRANSFER,539658.73,C1496866222,539658.73,0.0,C2010123268,0.0,0.0,1,0
522,TRANSFER,101408.84,C411677025,101408.84,0.0,C1526938808,0.0,0.0,1,0
341,TRANSFER,414394.38,C934172571,414394.38,0.0,C97161291,0.0,0.0,1,0
369,CASH_IN,208036.03,C713857197,1613525.89,1821561.92,C588788782,3511427.19,3303391.16,0,0
230,CASH_IN,411804.93,C970616551,3448.0,415252.93,C163296147,0.0,0.0,0,0
415,TRANSFER,224230.16,C1765991027,224230.16,0.0,C791615814,0.0,0.0,1,0
134,CASH_OUT,17838.84,C1092732121,20987.0,3148.16,C175614197,0.0,17838.84,0,0
348,CASH_OUT,103319.57,C377215646,31114.0,0.0,C797873349,0.0,103319.57,0,0
395,CASH_IN,182050.12,C621939788,6090931.11,6272981.23,C591744262,342963.15,160913.03,0,0
502,TRANSFER,66066.73,C1980530073,66066.73,0.0,C1685608858,0.0,0.0,1,0
589,TRANSFER,798192.57,C1607107167,37399.93,0.0,C1246360287,2421239.22,3219431.79,0,0
625,TRANSFER,58924.16,C475096619,58924.16,0.0,C1365777468,0.0,0.0,1,0
406,TRANSFER,126192.63,C1857315349,126192.63,0.0,C1301744071,0.0,0.0,1,0
522,CASH_OUT,141461.68,C1239419767,286.0,0.0,C1161265036,3959648.56,4101110.24,0,0
16,CASH_IN,105039.47,C1082127136,8872118.61,8977158.08,C1259716933,377542.77,378705.2,0,0
207,PAYMENT,7300.55,C722112826,20343.0,13042.45,M1858474403,0.0,0.0,0,0
106,CASH_OUT,219489.62,C1029645120,219489.62,0.0,C1349213118,0.0,219489.62,1,0
211,CASH_OUT,157137.97,C860207877,157137.97,0.0,C792885931,3163298.04,3320436.01,1,0
325,CASH_OUT,138976.13,C1699800130,0.0,0.0,C582428806,183208.71,322184.84,0,0
20,PAYMENT,5917.3,C962406224,106264.0,100346.7,M1525306112,0.0,0.0,0,0
119,TRANSFER,1082718.08,C645925104,1082718.08,0.0,C916906045,0.0,0.0,1,0
281,CASH_IN,106265.3,C1203052273,8154702.92,8260968.22,C879159446,313149.37,206884.08,0,0
236,CASH_IN,24696.16,C1411794474,8439142.07,8463838.24,C630256320,188675.79,163979.63,0,0
526,CASH_OUT,200008.33,C1319949415,200008.33,0.0,C1382326459,2959887.83,3159896.16,1,0
26,TRANSFER,331829.94,C1549516546,331829.94,0.0,C1908627867,0.0,0.0,1,0
185,CASH_IN,435712.12,C587361650,199349.0,635061.12,C1602988576,80318.03,0.0,0,0
35,PAYMENT,6971.47,C2038307132,0.0,0.0,M692143768,0.0,0.0,0,0
156,CASH_IN,415459.22,C754219688,40971.0,456430.22,C121206964,0.0,0.0,0,0
240,CASH_OUT,178842.8,C1806225763,0.0,0.0,C959873665,3829062.11,4007904.91,0,0
183,TRANSFER,355909.21,C1946400298,355909.21,0.0,C1340648788,0.0,0.0,1,0
327,CASH_IN,213678.49,C1645658013,223557.0,437235.49,C503431121,0.0,0.0,0,0
691,PAYMENT,431.97,C1357691122,0.0,0.0,M661015493,0.0,0.0,0,0
198,CASH_OUT,18471.55,C680864117,18471.55,0.0,C2041586842,0.0,18471.55,1,0
251,CASH_OUT,8276235.5,C1880773458,8276235.5,0.0,C2102473649,190006.69,8466242.19,1,0
226,TRANSFER,5772.0,C1881699309,5772.0,0.0,C1419251036,0.0,0.0,1,0
16,CASH_OUT,31074.0,C2073757635,31074.0,0.0,C1899325653,0.0,31074.0,1,0
357,PAYMENT,9465.31,C1024561009,96466.0,87000.69,M2088933523,0.0,0.0,0,0
668,CASH_OUT,7539165.76,C937983122,7539165.76,0.0,C2117385631,63054.95,7602220.71,1,0
603,CASH_OUT,39247.74,C1684585857,39247.74,0.0,C2029518292,3972842.93,4012090.67,1,0
680,CASH_OUT,2651994.1,C1963804586,2651994.1,0.0,C621396903,0.0,2651994.1,1,0
133,PAYMENT,10456.57,C673315942,0.0,0.0,M781370889,0.0,0.0,0,0
362,CASH_OUT,60450.18,C1506215501,60450.18,0.0,C2011327946,1696767.08,1757217.26,1,0
594,TRANSFER,389250.9,C1292366795,389250.9,0.0,C1609670189,0.0,0.0,1,0
303,CASH_OUT,70288.44,C365996700,161057.0,90768.56,C1817175183,0.0,70288.44,0,0
495,TRANSFER,296940.32,C136928681,296940.32,0.0,C689814483,0.0,0.0,1,0
621,CASH_OUT,2060748.45,C373547831,2060748.45,0.0,C674126577,0.0,2060748.45,1,0
613,TRANSFER,1005365.24,C240430551,1005365.24,0.0,C541074037,0.0,0.0,1,0
474,CASH_OUT,1165171.47,C1827869035,1165171.47,0.0,C372062896,371852.42,1537023.88,1,0
184,CASH_IN,199348.76,C1980529522,16572.0,215920.76,C168611895,226999.73,27650.97,0,0
30,CASH_OUT,236947.25,C474899128,236947.25,0.0,C116505755,70084.28,307031.53,1,0
646,TRANSFER,10000000.0,C24775045,20399045.08,10399045.08,C494244936,0.0,0.0,1,0
118,CASH_OUT,50845.13,C835169130,50845.13,0.0,C574444599,2739530.31,2790375.44,1,0
163,CASH_OUT,134329.59,C736492876,0.0,0.0,C1097992382,4562856.69,4697186.28,0,0
235,CASH_OUT,4814.69,C752353094,4814.69,0.0,C1794146784,0.0,4814.69,1,0
326,PAYMENT,13345.28,C720781243,264952.0,251606.72,M1475565852,0.0,0.0,0,0
137,CASH_IN,125451.53,C1347463673,50807.0,176258.53,C424121894,293352.98,167901.46,0,0
300,CASH_OUT,794421.26,C1732604973,794421.26,0.0,C611099542,23123.74,817545.0,1,0
10,CASH_OUT,241328.58,C508064904,277034.95,35706.37,C652004929,543690.37,887042.6,0,0
282,CASH_OUT,160481.46,C1156991608,29529.0,0.0,C903321855,0.0,160481.46,0,0
187,PAYMENT,11075.97,C1349448316,0.0,0.0,M578149829,0.0,0.0,0,0
250,PAYMENT,37550.44,C18699049,0.0,0.0,M473566160,0.0,0.0,0,0
180,PAYMENT,1567.58,C687016833,0.0,0.0,M434537288,0.0,0.0,0,0
75,TRANSFER,460436.43,C1935083121,460436.43,0.0,C83154619,0.0,0.0,1,0
22,TRANSFER,37100.29,C362085592,37100.29,0.0,C1652057111,0.0,0.0,1,0
678,TRANSFER,749316.7,C965198261,749316.7,0.0,C636887341,0.0,0.0,1,0
743,TRANSFER,339682.13,C2013999242,339682.13,0.0,C1850423904,0.0,0.0,1,0
13,TRANSFER,48375.02,C920803432,48375.02,0.0,C1767389067,0.0,0.0,1,0
539,TRANSFER,79594.91,C1091619735,79594.91,0.0,C93455814,0.0,0.0,1,0
738,TRANSFER,114490.39,C983453370,114490.39,0.0,C1060799549,0.0,0.0,1,0
212,TRANSFER,927620.44,C533316597,927620.44,0.0,C762597253,0.0,0.0,1,0
182,TRANSFER,1595341.04,C628237981,52843.0,0.0,C768046034,51207.95,1646548.99,0,0
12,TRANSFER,3964129.99,C576568419,3964129.99,0.0,C1571546632,0.0,0.0,1,0
97,CASH_OUT,4454632.3,C933443756,4454632.3,0.0,C791106926,387523.26,4842155.56,1,0
565,CASH_OUT,267100.23,C1457636109,0.0,0.0,C102958470,1409054.33,1676154.57,0,0
139,PAYMENT,1377.68,C1484169741,340636.64,339258.96,M461010788,0.0,0.0,0,0
537,TRANSFER,34238.2,C1437366708,34238.2,0.0,C913630133,0.0,0.0,1,0
25,TRANSFER,802382.45,C127098115,802382.45,0.0,C1570699013,0.0,0.0,1,0
544,CASH_OUT,221247.82,C228434388,76948.0,0.0,C464074415,615389.87,836637.69,0,0
163,PAYMENT,5139.39,C536042289,0.0,0.0,M852762705,0.0,0.0,0,0
475,CASH_OUT,71511.19,C743231238,71511.19,0.0,C488128368,0.0,71511.19,1,0
396,CASH_OUT,43510.24,C55741230,49615.0,6104.76,C1660668337,116260.53,159770.78,0,0
310,TRANSFER,475325.82,C231869456,50877.0,0.0,C1682290655,1254368.91,1729694.73,0,0
98,TRANSFER,2394623.8,C1201856349,2394623.8,0.0,C1778006925,0.0,0.0,1,0
381,CASH_OUT,80598.7,C202351928,3574.0,0.0,C1597333973,212130.86,292729.56,0,0
35,PAYMENT,4241.15,C918214032,0.0,0.0,M146856431,0.0,0.0,0,0
615,CASH_OUT,56510.5,C177838089,56510.5,0.0,C2141549007,4455203.05,4511713.55,1,0
345,CASH_IN,58120.0,C764841538,20505050.4,20563170.4,C380081379,353024.44,294904.44,0,0
162,CASH_OUT,436906.22,C1360544029,436906.22,0.0,C687989506,77698.14,869573.55,1,0
19,CASH_OUT,226746.39,C229382200,0.0,0.0,C1176180536,553243.26,779989.64,0,0
235,CASH_IN,29253.79,C1860671234,4737755.83,4767009.62,C122764547,633670.21,604416.42,0,0
614,TRANSFER,4212682.84,C359671277,4212682.84,0.0,C1265391231,0.0,0.0,1,0
206,CASH_IN,78828.05,C1034835680,483546.64,562374.69,C475170464,2032176.87,1953348.82,0,0
140,CASH_IN,57011.98,C96167652,5704333.17,5761345.16,C1026424438,1160561.69,1103549.71,0,0
15,PAYMENT,3885.73,C1290244570,142579.35,138693.62,M1398977225,0.0,0.0,0,0
276,TRANSFER,124696.98,C1384810347,124696.98,0.0,C1897996177,0.0,0.0,1,0
141,CASH_IN,81166.33,C2029661549,6838217.12,6919383.45,C226576587,328813.89,247647.56,0,0
110,CASH_OUT,2145934.81,C787958197,2145934.81,0.0,C466866036,757371.57,2903306.38,1,0
85,TRANSFER,8924971.59,C406938681,8924971.59,0.0,C579440834,0.0,0.0,1,0
522,CASH_IN,48395.12,C732310980,3220809.88,3269205.0,C1053125376,1222597.02,1174201.91,0,0
232,PAYMENT,5068.65,C601039297,6400.0,1331.35,M845283461,0.0,0.0,0,0
577,CASH_OUT,763170.76,C1902876077,763170.76,0.0,C864236269,452739.47,1215910.23,1,0
718,CASH_OUT,9749042.95,C1139926828,9749042.95,0.0,C1698433621,213495.23,9962538.18,1,0
76,CASH_OUT,2066446.27,C725597637,2066446.27,0.0,C157857444,423086.94,2489533.21,1,0
59,CASH_OUT,192765.49,C1429774414,192765.49,0.0,C764672612,3252407.57,3445173.06,1,0
303,CASH_IN,92625.96,C1205789032,1746751.53,1839377.5,C1110953924,513618.11,420992.15,0,0
576,CASH_OUT,884821.37,C1865310403,884821.37,0.0,C1762365059,1628388.92,2513210.29,1,0
169,CASH_OUT,1179716.49,C1443300815,1179716.49,0.0,C1006926522,0.0,1179716.49,1,0
234,CASH_IN,219050.27,C1501795567,172380.0,391430.27,C982845623,1340053.43,1121003.16,0,0
304,CASH_OUT,89345.53,C1763945795,33623.57,0.0,C1497254812,851230.06,940575.59,0,0
177,PAYMENT,1230.38,C391010828,0.0,0.0,M1945268464,0.0,0.0,0,0
6,TRANSFER,33332.86,C2025652936,33332.86,0.0,C1662235713,0.0,0.0,1,0
353,TRANSFER,839008.91,C2024314550,839008.91,0.0,C510808127,0.0,0.0,1,0
302,CASH_OUT,52329.03,C1737743019,10441.0,0.0,C532120317,1086977.24,1139306.27,0,0
644,CASH_OUT,4438931.81,C694579714,4438931.81,0.0,C672316377,20066.68,4458998.5,1,0
10,PAYMENT,14989.26,C2019658038,115353.0,100363.74,M892214325,0.0,0.0,0,0
